Variable Name,Original Order,Event Wording,Actor,A#,Behavior,B#,Object,O#,Impression (I) or Sentiment (S)?,Event Number,A/B/O/I Rated?,E/P/A Rated?
e105oe,1363,retiree_monitoring_EXECUTIONER_IO1E,retiree,i21,monitoring,b25,executioner,i28,i,105,o,e
e105op,1364,retiree_monitoring_EXECUTIONER_IO2P,retiree,i21,monitoring,b25,executioner,i28,i,105,o,p
e105oa,1365,retiree_monitoring_EXECUTIONER_IO3A,retiree,i21,monitoring,b25,executioner,i28,i,105,o,a
e106ae,910,RETIREE_monitoring_registered_nurse_IA1E,retiree,i21,monitoring,b25,registered nurse,i7,i,106,a,e
e106ap,911,RETIREE_monitoring_registered_nurse_IA2P,retiree,i21,monitoring,b25,registered nurse,i7,i,106,a,p
e106aa,912,RETIREE_monitoring_registered_nurse_IA3A,retiree,i21,monitoring,b25,registered nurse,i7,i,106,a,a
e106be,1132,retiree_MONITORING_registered_nurse_IB1E,retiree,i21,monitoring,b25,registered nurse,i7,i,106,b,e
e106bp,1133,retiree_MONITORING_registered_nurse_IB2P,retiree,i21,monitoring,b25,registered nurse,i7,i,106,b,p
e106ba,1134,retiree_MONITORING_registered_nurse_IB3A,retiree,i21,monitoring,b25,registered nurse,i7,i,106,b,a
e106oe,1354,retiree_monitoring_REGISTERED_NURSE_IO1E,retiree,i21,monitoring,b25,registered nurse,i7,i,106,o,e
e106op,1355,retiree_monitoring_REGISTERED_NURSE_IO2P,retiree,i21,monitoring,b25,registered nurse,i7,i,106,o,p
e106oa,1356,retiree_monitoring_REGISTERED_NURSE_IO3A,retiree,i21,monitoring,b25,registered nurse,i7,i,106,o,a
e107ae,460,RETIREE_obeying_serial_murderer_IA1E,retiree,i21,obeying,b30,serial murderer,i39,i,107,a,e
e107ap,461,RETIREE_obeying_serial_murderer_IA2P,retiree,i21,obeying,b30,serial murderer,i39,i,107,a,p
e107aa,462,RETIREE_obeying_serial_murderer_IA3A,retiree,i21,obeying,b30,serial murderer,i39,i,107,a,a
e107be,682,retiree_OBEYING_serial_murderer_IB1E,retiree,i21,obeying,b30,serial murderer,i39,i,107,b,e
e107bp,683,retiree_OBEYING_serial_murderer_IB2P,retiree,i21,obeying,b30,serial murderer,i39,i,107,b,p
e107ba,684,retiree_OBEYING_serial_murderer_IB3A,retiree,i21,obeying,b30,serial murderer,i39,i,107,b,a
e107oe,904,retiree_obeying_SERIAL_MURDERER_IO1E,retiree,i21,obeying,b30,serial murderer,i39,i,107,o,e
e107op,905,retiree_obeying_SERIAL_MURDERER_IO2P,retiree,i21,obeying,b30,serial murderer,i39,i,107,o,p
e107oa,906,retiree_obeying_SERIAL_MURDERER_IO3A,retiree,i21,obeying,b30,serial murderer,i39,i,107,o,a
e108ae,1117,RETIREE_waiting_on_patient_IA1E,retiree,i21,waiting on,b35,patient,i15,i,108,a,e
e108ap,1118,RETIREE_waiting_on_patient_IA2P,retiree,i21,waiting on,b35,patient,i15,i,108,a,p
e108aa,1119,RETIREE_waiting_on_patient_IA3A,retiree,i21,waiting on,b35,patient,i15,i,108,a,a
e108be,1339,retiree_WAITING_ON_patient_IB1E,retiree,i21,waiting on,b35,patient,i15,i,108,b,e
e108bp,1340,retiree_WAITING_ON_patient_IB2P,retiree,i21,waiting on,b35,patient,i15,i,108,b,p
e108ba,1341,retiree_WAITING_ON_patient_IB3A,retiree,i21,waiting on,b35,patient,i15,i,108,b,a
e108oe,1561,retiree_waiting_on_PATIENT_IO1E,retiree,i21,waiting on,b35,patient,i15,i,108,o,e
e108op,1562,retiree_waiting_on_PATIENT_IO2P,retiree,i21,waiting on,b35,patient,i15,i,108,o,p
e108oa,1563,retiree_waiting_on_PATIENT_IO3A,retiree,i21,waiting on,b35,patient,i15,i,108,o,a
e109ae,1207,SCIENTIST_abandoning_genius_IA1E,scientist,i8,abandoning,b21,genius,i25,i,109,a,e
e109ap,1208,SCIENTIST_abandoning_genius_IA2P,scientist,i8,abandoning,b21,genius,i25,i,109,a,p
e109aa,1209,SCIENTIST_abandoning_genius_IA3A,scientist,i8,abandoning,b21,genius,i25,i,109,a,a
e109be,1429,scientist_ABANDONING_genius_IB1E,scientist,i8,abandoning,b21,genius,i25,i,109,b,e
e109bp,1430,scientist_ABANDONING_genius_IB2P,scientist,i8,abandoning,b21,genius,i25,i,109,b,p
e109ba,1431,scientist_ABANDONING_genius_IB3A,scientist,i8,abandoning,b21,genius,i25,i,109,b,a
e109oe,1651,scientist_abandoning_GENIUS_IO1E,scientist,i8,abandoning,b21,genius,i25,i,109,o,e
e109op,1652,scientist_abandoning_GENIUS_IO2P,scientist,i8,abandoning,b21,genius,i25,i,109,o,p
e109oa,1653,scientist_abandoning_GENIUS_IO3A,scientist,i8,abandoning,b21,genius,i25,i,109,o,a
e110ae,703,SERIAL_MURDERER_joking_with_retiree_IA1E,serial murderer,i39,joking with,b1,retiree,i21,i,110,a,e
e110ap,704,SERIAL_MURDERER_joking_with_retiree_IA2P,serial murderer,i39,joking with,b1,retiree,i21,i,110,a,p
e110aa,705,SERIAL_MURDERER_joking_with_retiree_IA3A,serial murderer,i39,joking with,b1,retiree,i21,i,110,a,a
e110be,925,serial_murderer_JOKING_WITH_retiree_IB1E,serial murderer,i39,joking with,b1,retiree,i21,i,110,b,e
e110bp,926,serial_murderer_JOKING_WITH_retiree_IB2P,serial murderer,i39,joking with,b1,retiree,i21,i,110,b,p
e110ba,927,serial_murderer_JOKING_WITH_retiree_IB3A,serial murderer,i39,joking with,b1,retiree,i21,i,110,b,a
e110oe,1147,serial_murderer_joking_with_RETIREE_IO1E,serial murderer,i39,joking with,b1,retiree,i21,i,110,o,e
e110op,1148,serial_murderer_joking_with_RETIREE_IO2P,serial murderer,i39,joking with,b1,retiree,i21,i,110,o,p
e110oa,1149,serial_murderer_joking_with_RETIREE_IO3A,serial murderer,i39,joking with,b1,retiree,i21,i,110,o,a
e111ae,271,SERIAL_MURDERER_watching_psychotic_IA1E,serial murderer,i39,watching,b3,psychotic,i29,i,111,a,e
e111ap,272,SERIAL_MURDERER_watching_psychotic_IA2P,serial murderer,i39,watching,b3,psychotic,i29,i,111,a,p
e111aa,273,SERIAL_MURDERER_watching_psychotic_IA3A,serial murderer,i39,watching,b3,psychotic,i29,i,111,a,a
e111be,493,serial_murderer_WATCHING_psychotic_IB1E,serial murderer,i39,watching,b3,psychotic,i29,i,111,b,e
e111bp,494,serial_murderer_WATCHING_psychotic_IB2P,serial murderer,i39,watching,b3,psychotic,i29,i,111,b,p
e111ba,495,serial_murderer_WATCHING_psychotic_IB3A,serial murderer,i39,watching,b3,psychotic,i29,i,111,b,a
e111oe,715,serial_murderer_watching_PSYCHOTIC_IO1E,serial murderer,i39,watching,b3,psychotic,i29,i,111,o,e
e111op,716,serial_murderer_watching_PSYCHOTIC_IO2P,serial murderer,i39,watching,b3,psychotic,i29,i,111,o,p
e111oa,717,serial_murderer_watching_PSYCHOTIC_IO3A,serial murderer,i39,watching,b3,psychotic,i29,i,111,o,a
e112ae,109,TEENAGER_combating_bully_IA1E,teenager,i20,combating,b27,bully,i27,i,112,a,e
e112ap,110,TEENAGER_combating_bully_IA2P,teenager,i20,combating,b27,bully,i27,i,112,a,p
e112aa,111,TEENAGER_combating_bully_IA3A,teenager,i20,combating,b27,bully,i27,i,112,a,a
e112be,331,teenager_COMBATING_bully_IB1E,teenager,i20,combating,b27,bully,i27,i,112,b,e
e112bp,332,teenager_COMBATING_bully_IB2P,teenager,i20,combating,b27,bully,i27,i,112,b,p
e112ba,333,teenager_COMBATING_bully_IB3A,teenager,i20,combating,b27,bully,i27,i,112,b,a
e112oe,553,teenager_combating_BULLY_IO1E,teenager,i20,combating,b27,bully,i27,i,112,o,e
e112op,554,teenager_combating_BULLY_IO2P,teenager,i20,combating,b27,bully,i27,i,112,o,p
e112oa,555,teenager_combating_BULLY_IO3A,teenager,i20,combating,b27,bully,i27,i,112,o,a
e113ae,136,TEENAGER_escaping_toddler_IA1E,teenager,i20,escaping,b7,toddler,i26,i,113,a,e
e113ap,137,TEENAGER_escaping_toddler_IA2P,teenager,i20,escaping,b7,toddler,i26,i,113,a,p
e113aa,138,TEENAGER_escaping_toddler_IA3A,teenager,i20,escaping,b7,toddler,i26,i,113,a,a
e113be,358,teenager_ESCAPING_toddler_IB1E,teenager,i20,escaping,b7,toddler,i26,i,113,b,e
e113bp,359,teenager_ESCAPING_toddler_IB2P,teenager,i20,escaping,b7,toddler,i26,i,113,b,p
e113ba,360,teenager_ESCAPING_toddler_IB3A,teenager,i20,escaping,b7,toddler,i26,i,113,b,a
e113oe,580,teenager_escaping_TODDLER_IO1E,teenager,i20,escaping,b7,toddler,i26,i,113,o,e
e113op,581,teenager_escaping_TODDLER_IO2P,teenager,i20,escaping,b7,toddler,i26,i,113,o,p
e113oa,582,teenager_escaping_TODDLER_IO3A,teenager,i20,escaping,b7,toddler,i26,i,113,o,a
e114oe,121,teenager_massaging_TODDLER_IO1E,teenager,i20,massaging,b18,toddler,i26,i,114,o,e
e114op,122,teenager_massaging_TODDLER_IO2P,teenager,i20,massaging,b18,toddler,i26,i,114,o,p
e114oa,123,teenager_massaging_TODDLER_IO3A,teenager,i20,massaging,b18,toddler,i26,i,114,o,a
e114ae,1450,TEENAGER_massaging_toddler_IA1E,teenager,i20,massaging,b18,toddler,i26,i,114,a,e
e114ap,1451,TEENAGER_massaging_toddler_IA2P,teenager,i20,massaging,b18,toddler,i26,i,114,a,p
e114aa,1452,TEENAGER_massaging_toddler_IA3A,teenager,i20,massaging,b18,toddler,i26,i,114,a,a
e114be,1672,teenager_MASSAGING_toddler_IB1E,teenager,i20,massaging,b18,toddler,i26,i,114,b,e
e114bp,1673,teenager_MASSAGING_toddler_IB2P,teenager,i20,massaging,b18,toddler,i26,i,114,b,p
e114ba,1674,teenager_MASSAGING_toddler_IB3A,teenager,i20,massaging,b18,toddler,i26,i,114,b,a
e115ae,793,TEENAGER_querying_grandfather_IA1E,teenager,i20,querying,b19,grandfather,i41,i,115,a,e
e115ap,794,TEENAGER_querying_grandfather_IA2P,teenager,i20,querying,b19,grandfather,i41,i,115,a,p
e115aa,795,TEENAGER_querying_grandfather_IA3A,teenager,i20,querying,b19,grandfather,i41,i,115,a,a
e115be,1015,teenager_QUERYING_grandfather_IB1E,teenager,i20,querying,b19,grandfather,i41,i,115,b,e
e115bp,1016,teenager_QUERYING_grandfather_IB2P,teenager,i20,querying,b19,grandfather,i41,i,115,b,p
e115ba,1017,teenager_QUERYING_grandfather_IB3A,teenager,i20,querying,b19,grandfather,i41,i,115,b,a
e115oe,1237,teenager_querying_GRANDFATHER_IO1E,teenager,i20,querying,b19,grandfather,i41,i,115,o,e
e115op,1238,teenager_querying_GRANDFATHER_IO2P,teenager,i20,querying,b19,grandfather,i41,i,115,o,p
e115oa,1239,teenager_querying_GRANDFATHER_IO3A,teenager,i20,querying,b19,grandfather,i41,i,115,o,a
e116oe,139,teenager_scoffing_at_TODDLER_IO1E,teenager,i20,scoffing at,b37,toddler,i26,i,116,o,e
e116op,140,teenager_scoffing_at_TODDLER_IO2P,teenager,i20,scoffing at,b37,toddler,i26,i,116,o,p
e116oa,141,teenager_scoffing_at_TODDLER_IO3A,teenager,i20,scoffing at,b37,toddler,i26,i,116,o,a
e116ae,1468,TEENAGER_scoffing_at_toddler_IA1E,teenager,i20,scoffing at,b37,toddler,i26,i,116,a,e
e116ap,1469,TEENAGER_scoffing_at_toddler_IA2P,teenager,i20,scoffing at,b37,toddler,i26,i,116,a,p
e116aa,1470,TEENAGER_scoffing_at_toddler_IA3A,teenager,i20,scoffing at,b37,toddler,i26,i,116,a,a
e116be,1690,teenager_SCOFFING_AT_toddler_IB1E,teenager,i20,scoffing at,b37,toddler,i26,i,116,b,e
e116bp,1691,teenager_SCOFFING_AT_toddler_IB2P,teenager,i20,scoffing at,b37,toddler,i26,i,116,b,p
e116ba,1692,teenager_SCOFFING_AT_toddler_IB3A,teenager,i20,scoffing at,b37,toddler,i26,i,116,b,a
e117ae,118,TEENAGER_scolding_toddler_IA1E,teenager,i20,scolding,b12,toddler,i26,i,117,a,e
e117ap,119,TEENAGER_scolding_toddler_IA2P,teenager,i20,scolding,b12,toddler,i26,i,117,a,p
e117aa,120,TEENAGER_scolding_toddler_IA3A,teenager,i20,scolding,b12,toddler,i26,i,117,a,a
e117be,340,teenager_SCOLDING_toddler_IB1E,teenager,i20,scolding,b12,toddler,i26,i,117,b,e
e117bp,341,teenager_SCOLDING_toddler_IB2P,teenager,i20,scolding,b12,toddler,i26,i,117,b,p
e117ba,342,teenager_SCOLDING_toddler_IB3A,teenager,i20,scolding,b12,toddler,i26,i,117,b,a
e117oe,562,teenager_scolding_TODDLER_IO1E,teenager,i20,scolding,b12,toddler,i26,i,117,o,e
e117op,563,teenager_scolding_TODDLER_IO2P,teenager,i20,scolding,b12,toddler,i26,i,117,o,p
e117oa,564,teenager_scolding_TODDLER_IO3A,teenager,i20,scolding,b12,toddler,i26,i,117,o,a
e118oe,112,teenager_soothing_OUTLAW_IO1E,teenager,i20,soothing,b34,outlaw,i4,i,118,o,e
e118op,113,teenager_soothing_OUTLAW_IO2P,teenager,i20,soothing,b34,outlaw,i4,i,118,o,p
e118oa,114,teenager_soothing_OUTLAW_IO3A,teenager,i20,soothing,b34,outlaw,i4,i,118,o,a
e118ae,1441,TEENAGER_soothing_outlaw_IA1E,teenager,i20,soothing,b34,outlaw,i4,i,118,a,e
e118ap,1442,TEENAGER_soothing_outlaw_IA2P,teenager,i20,soothing,b34,outlaw,i4,i,118,a,p
e118aa,1443,TEENAGER_soothing_outlaw_IA3A,teenager,i20,soothing,b34,outlaw,i4,i,118,a,a
e118be,1663,teenager_SOOTHING_outlaw_IB1E,teenager,i20,soothing,b34,outlaw,i4,i,118,b,e
e118bp,1664,teenager_SOOTHING_outlaw_IB2P,teenager,i20,soothing,b34,outlaw,i4,i,118,b,p
e118ba,1665,teenager_SOOTHING_outlaw_IB3A,teenager,i20,soothing,b34,outlaw,i4,i,118,b,a
e119ae,1018,UNEMPLOYED_PERSON_chatting_up_gunman_IA1E,unemployed person,i12,chatting up,b2,gunman,i38,i,119,a,e
e119ap,1019,UNEMPLOYED_PERSON_chatting_up_gunman_IA2P,unemployed person,i12,chatting up,b2,gunman,i38,i,119,a,p
e119aa,1020,UNEMPLOYED_PERSON_chatting_up_gunman_IA3A,unemployed person,i12,chatting up,b2,gunman,i38,i,119,a,a
e119be,1240,unemployed_person_CHATTING_UP_gunman_IB1E,unemployed person,i12,chatting up,b2,gunman,i38,i,119,b,e
e119bp,1241,unemployed_person_CHATTING_UP_gunman_IB2P,unemployed person,i12,chatting up,b2,gunman,i38,i,119,b,p
e119ba,1242,unemployed_person_CHATTING_UP_gunman_IB3A,unemployed person,i12,chatting up,b2,gunman,i38,i,119,b,a
e119oe,1462,unemployed_person_chatting_up_GUNMAN_IO1E,unemployed person,i12,chatting up,b2,gunman,i38,i,119,o,e
e119op,1463,unemployed_person_chatting_up_GUNMAN_IO2P,unemployed person,i12,chatting up,b2,gunman,i38,i,119,o,p
e119oa,1464,unemployed_person_chatting_up_GUNMAN_IO3A,unemployed person,i12,chatting up,b2,gunman,i38,i,119,o,a
e120ae,1252,UNEMPLOYED_PERSON_scoffing_at_deadbeat_dad_IA1E,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,a,e
e120ap,1253,UNEMPLOYED_PERSON_scoffing_at_deadbeat_dad_IA2P,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,a,p
e120aa,1254,UNEMPLOYED_PERSON_scoffing_at_deadbeat_dad_IA3A,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,a,a
e120be,1474,unemployed_person_SCOFFING_AT_deadbeat_dad_IB1E,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,b,e
e120bp,1475,unemployed_person_SCOFFING_AT_deadbeat_dad_IB2P,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,b,p
e120ba,1476,unemployed_person_SCOFFING_AT_deadbeat_dad_IB3A,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,b,a
e120oe,1696,unemployed_person_scoffing_at_DEADBEAT_DAD_IO1E,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,o,e
e120op,1697,unemployed_person_scoffing_at_DEADBEAT_DAD_IO2P,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,o,p
e120oa,1698,unemployed_person_scoffing_at_DEADBEAT_DAD_IO3A,unemployed person,i12,scoffing at,b37,deadbeat dad,i35,i,120,o,a
e121ae,559,UNEMPLOYED_PERSON_soothing_outlaw_IA1E,unemployed person,i12,soothing,b34,outlaw,i4,i,121,a,e
e121ap,560,UNEMPLOYED_PERSON_soothing_outlaw_IA2P,unemployed person,i12,soothing,b34,outlaw,i4,i,121,a,p
e121aa,561,UNEMPLOYED_PERSON_soothing_outlaw_IA3A,unemployed person,i12,soothing,b34,outlaw,i4,i,121,a,a
e121be,781,unemployed_person_SOOTHING_outlaw_IB1E,unemployed person,i12,soothing,b34,outlaw,i4,i,121,b,e
e121bp,782,unemployed_person_SOOTHING_outlaw_IB2P,unemployed person,i12,soothing,b34,outlaw,i4,i,121,b,p
e121ba,783,unemployed_person_SOOTHING_outlaw_IB3A,unemployed person,i12,soothing,b34,outlaw,i4,i,121,b,a
e121oe,1003,unemployed_person_soothing_OUTLAW_IO1E,unemployed person,i12,soothing,b34,outlaw,i4,i,121,o,e
e121op,1004,unemployed_person_soothing_OUTLAW_IO2P,unemployed person,i12,soothing,b34,outlaw,i4,i,121,o,p
e121oa,1005,unemployed_person_soothing_OUTLAW_IO3A,unemployed person,i12,soothing,b34,outlaw,i4,i,121,o,a
e122ae,577,VICTIM_submitting_to_outlaw_IA1E,victim,i30,submitting to,b5,outlaw,i4,i,122,a,e
e122ap,578,VICTIM_submitting_to_outlaw_IA2P,victim,i30,submitting to,b5,outlaw,i4,i,122,a,p
e122aa,579,VICTIM_submitting_to_outlaw_IA3A,victim,i30,submitting to,b5,outlaw,i4,i,122,a,a
e122be,799,victim_SUBMITTING_TO_outlaw_IB1E,victim,i30,submitting to,b5,outlaw,i4,i,122,b,e
e122bp,800,victim_SUBMITTING_TO_outlaw_IB2P,victim,i30,submitting to,b5,outlaw,i4,i,122,b,p
e122ba,801,victim_SUBMITTING_TO_outlaw_IB3A,victim,i30,submitting to,b5,outlaw,i4,i,122,b,a
e122oe,1021,victim_submitting_to_OUTLAW_IO1E,victim,i30,submitting to,b5,outlaw,i4,i,122,o,e
e122op,1022,victim_submitting_to_OUTLAW_IO2P,victim,i30,submitting to,b5,outlaw,i4,i,122,o,p
e122oa,1023,victim_submitting_to_OUTLAW_IO3A,victim,i30,submitting to,b5,outlaw,i4,i,122,o,a
e123ae,766,VILLAIN_jesting_with_loafer_IA1E,villain,i10,jesting with,b11,loafer,i6,i,123,a,e
e123ap,767,VILLAIN_jesting_with_loafer_IA2P,villain,i10,jesting with,b11,loafer,i6,i,123,a,p
e123aa,768,VILLAIN_jesting_with_loafer_IA3A,villain,i10,jesting with,b11,loafer,i6,i,123,a,a
e123be,988,villain_JESTING_WITH_loafer_IB1E,villain,i10,jesting with,b11,loafer,i6,i,123,b,e
e123bp,989,villain_JESTING_WITH_loafer_IB2P,villain,i10,jesting with,b11,loafer,i6,i,123,b,p
e123ba,990,villain_JESTING_WITH_loafer_IB3A,villain,i10,jesting with,b11,loafer,i6,i,123,b,a
e123oe,1210,villain_jesting_with_LOAFER_IO1E,villain,i10,jesting with,b11,loafer,i6,i,123,o,e
e123op,1211,villain_jesting_with_LOAFER_IO2P,villain,i10,jesting with,b11,loafer,i6,i,123,o,p
e123oa,1212,villain_jesting_with_LOAFER_IO3A,villain,i10,jesting with,b11,loafer,i6,i,123,o,a
e124ae,757,VILLAIN_querying_physician_IA1E,villain,i10,querying,b19,physician,i42,i,124,a,e
e124ap,758,VILLAIN_querying_physician_IA2P,villain,i10,querying,b19,physician,i42,i,124,a,p
e124aa,759,VILLAIN_querying_physician_IA3A,villain,i10,querying,b19,physician,i42,i,124,a,a
e124be,979,villain_QUERYING_physician_IB1E,villain,i10,querying,b19,physician,i42,i,124,b,e
e124bp,980,villain_QUERYING_physician_IB2P,villain,i10,querying,b19,physician,i42,i,124,b,p
e124ba,981,villain_QUERYING_physician_IB3A,villain,i10,querying,b19,physician,i42,i,124,b,a
e124oe,1201,villain_querying_PHYSICIAN_IO1E,villain,i10,querying,b19,physician,i42,i,124,o,e
e124op,1202,villain_querying_PHYSICIAN_IO2P,villain,i10,querying,b19,physician,i42,i,124,o,p
e124oa,1203,villain_querying_PHYSICIAN_IO3A,villain,i10,querying,b19,physician,i42,i,124,o,a
e125ae,748,VILLAIN_slugging_victim_IA1E,villain,i10,slugging,b16,victim,i30,i,125,a,e
e125ap,749,VILLAIN_slugging_victim_IA2P,villain,i10,slugging,b16,victim,i30,i,125,a,p
e125aa,750,VILLAIN_slugging_victim_IA3A,villain,i10,slugging,b16,victim,i30,i,125,a,a
e125be,970,villain_SLUGGING_victim_IB1E,villain,i10,slugging,b16,victim,i30,i,125,b,e
e125bp,971,villain_SLUGGING_victim_IB2P,villain,i10,slugging,b16,victim,i30,i,125,b,p
e125ba,972,villain_SLUGGING_victim_IB3A,villain,i10,slugging,b16,victim,i30,i,125,b,a
e125oe,1192,villain_slugging_VICTIM_IO1E,villain,i10,slugging,b16,victim,i30,i,125,o,e
e125op,1193,villain_slugging_VICTIM_IO2P,villain,i10,slugging,b16,victim,i30,i,125,o,p
e125oa,1194,villain_slugging_VICTIM_IO3A,villain,i10,slugging,b16,victim,i30,i,125,o,a
e126oe,130,youngster_ignoring_OUTLAW_IO1E,youngster,i32,ignoring,b32,outlaw,i4,i,126,o,e
e126op,131,youngster_ignoring_OUTLAW_IO2P,youngster,i32,ignoring,b32,outlaw,i4,i,126,o,p
e126oa,132,youngster_ignoring_OUTLAW_IO3A,youngster,i32,ignoring,b32,outlaw,i4,i,126,o,a
e126ae,1459,YOUNGSTER_ignoring_outlaw_IA1E,youngster,i32,ignoring,b32,outlaw,i4,i,126,a,e
e126ap,1460,YOUNGSTER_ignoring_outlaw_IA2P,youngster,i32,ignoring,b32,outlaw,i4,i,126,a,p
e126aa,1461,YOUNGSTER_ignoring_outlaw_IA3A,youngster,i32,ignoring,b32,outlaw,i4,i,126,a,a
e126be,1681,youngster_IGNORING_outlaw_IB1E,youngster,i32,ignoring,b32,outlaw,i4,i,126,b,e
e126bp,1682,youngster_IGNORING_outlaw_IB2P,youngster,i32,ignoring,b32,outlaw,i4,i,126,b,p
e126ba,1683,youngster_IGNORING_outlaw_IB3A,youngster,i32,ignoring,b32,outlaw,i4,i,126,b,a
e127ae,784,YOUNGSTER_slugging_do_nothing_IA1E,youngster,i32,slugging,b16,do nothing,i40,i,127,a,e
e127ap,785,YOUNGSTER_slugging_do_nothing_IA2P,youngster,i32,slugging,b16,do nothing,i40,i,127,a,p
e127aa,786,YOUNGSTER_slugging_do_nothing_IA3A,youngster,i32,slugging,b16,do nothing,i40,i,127,a,a
e127be,1006,youngster_SLUGGING_do_nothing_IB1E,youngster,i32,slugging,b16,do nothing,i40,i,127,b,e
e127bp,1007,youngster_SLUGGING_do_nothing_IB2P,youngster,i32,slugging,b16,do nothing,i40,i,127,b,p
e127ba,1008,youngster_SLUGGING_do_nothing_IB3A,youngster,i32,slugging,b16,do nothing,i40,i,127,b,a
e127oe,1228,youngster_slugging_DO_NOTHING_IO1E,youngster,i32,slugging,b16,do nothing,i40,i,127,o,e
e127op,1229,youngster_slugging_DO_NOTHING_IO2P,youngster,i32,slugging,b16,do nothing,i40,i,127,o,p
e127oa,1230,youngster_slugging_DO_NOTHING_IO3A,youngster,i32,slugging,b16,do nothing,i40,i,127,o,a
e128ae,775,YOUNGSTER_slugging_physician_IA1E,youngster,i32,slugging,b16,physician,i42,i,128,a,e
e128ap,776,YOUNGSTER_slugging_physician_IA2P,youngster,i32,slugging,b16,physician,i42,i,128,a,p
e128aa,777,YOUNGSTER_slugging_physician_IA3A,youngster,i32,slugging,b16,physician,i42,i,128,a,a
e128be,997,youngster_SLUGGING_physician_IB1E,youngster,i32,slugging,b16,physician,i42,i,128,b,e
e128bp,998,youngster_SLUGGING_physician_IB2P,youngster,i32,slugging,b16,physician,i42,i,128,b,p
e128ba,999,youngster_SLUGGING_physician_IB3A,youngster,i32,slugging,b16,physician,i42,i,128,b,a
e128oe,1219,youngster_slugging_PHYSICIAN_IO1E,youngster,i32,slugging,b16,physician,i42,i,128,o,e
e128op,1220,youngster_slugging_PHYSICIAN_IO2P,youngster,i32,slugging,b16,physician,i42,i,128,o,p
e128oa,1221,youngster_slugging_PHYSICIAN_IO3A,youngster,i32,slugging,b16,physician,i42,i,128,o,a
