eae,eap,eaa,ebe,ebp,eba,eoe,eop,eoa,ae,ap,aa,be,bp,ba,oe,op,oa
0.988941176,0.520941176,-0.755764706,0.956428571,0.400952381,-1.096666667,0.441609195,-0.761609195,-1.068735632,-1.24627907,-1.947674419,-2.153953488,2.372235294,1.722117647,-1.400235294,1.519545455,2.033409091,0.382272727
1.030232558,0.57627907,-0.357906977,1.273255814,0.645348837,-0.544186047,0.006823529,-1.223529412,-1.294588235,-1.086117647,-1.869882353,-0.970352941,2.51547619,1.933809524,-0.910238095,1.519545455,2.033409091,0.382272727
-1.829411765,1.523294118,-0.116,-1.710823529,1.404,-0.046117647,1.228941176,-0.583058824,0.450352941,-2.245714286,1.302857143,0.832619048,-0.543218391,0.11862069,-0.666896552,2.583529412,2.150823529,1.282588235
-1.156941176,1.329411765,-0.404235294,-1.129156627,1.038072289,-0.796144578,0.528235294,-0.377647059,0.250352941,-2.245714286,1.302857143,0.832619048,0.193563218,0.951724138,-0.865287356,1.469534884,1.679302326,1.936046512
-0.747529412,0.756941176,1.200235294,-1.027560976,0.586829268,1.35195122,0.717619048,-0.183333333,-0.358571429,-1.351034483,2.150574713,-0.302758621,-0.437647059,0.227058824,1.473176471,2.583529412,2.150823529,1.282588235
-0.978352941,1.32,1.193176471,-1.021882353,1.121882353,1.214352941,-1.478823529,-0.379058824,-0.070588235,-1.351034483,2.150574713,-0.302758621,1.629302326,1.107674419,1.600465116,-3.484418605,2.299534884,0.603255814
-0.299069767,1.206744186,1.459302326,-0.465238095,0.897857143,1.479285714,-0.143809524,-0.031904762,0.788095238,-1.351034483,2.150574713,-0.302758621,2.278117647,1.599294118,1.994117647,1.932705882,1.457647059,0.708470588
-2.326666667,1.228395062,1.84,-2.058390805,0.965747126,1.727356322,0.448045977,-1.341609195,-1.343678161,-2.206896552,1.713563218,1.484367816,-1.395764706,1.044941176,1.607764706,1.940232558,1.667674419,-0.6
-0.224418605,1.133953488,-0.18255814,-0.025647059,0.911058824,-0.353882353,-0.743764706,-0.755529412,-1.04,-2.206896552,1.713563218,1.484367816,2.51547619,1.933809524,-0.910238095,-2.270697674,2.18627907,0.991395349
-0.7665,1.429,1.2935,-0.911025641,1.034615385,1.093333333,-0.972051282,-0.548461538,-0.435897436,-2.206896552,1.713563218,1.484367816,-2.171358025,0.525432099,0.678271605,-2.270697674,2.18627907,0.991395349
0.826588235,0.102352941,-1.117647059,1.894047619,1.398809524,-1.143095238,2.123855422,1.729879518,-0.928433735,-2.206896552,1.713563218,1.484367816,2.303678161,1.975862069,-1.369655172,1.940232558,1.667674419,-0.6
-1.988235294,0.985647059,1.109647059,-2.033253012,0.47686747,1.338072289,0.353253012,-0.990361446,-1.223855422,-2.206896552,1.713563218,1.484367816,-1.614047619,0.374285714,0.835238095,1.940232558,1.667674419,-0.6
-0.730352941,1.540705882,1.578823529,-0.627529412,1.314352941,1.608470588,-0.176,-1.260941176,-0.882352941,1.519545455,2.033409091,0.382272727,-1.395764706,1.044941176,1.607764706,1.507294118,1.5,-0.031294118
-1.135609756,1.292439024,0.882195122,-1.444197531,0.917530864,1.091851852,0.012413793,-1.396091954,-0.532413793,1.519545455,2.033409091,0.382272727,-1.614047619,0.374285714,0.835238095,1.15954023,-0.449425287,1.814252874
-0.076091954,0.457241379,1.538850575,0.332183908,0.361149425,1.442758621,0.580465116,0.701627907,0.490232558,-1.253647059,0.537882353,2.025176471,1.955294118,1.372,1.957411765,1.469534884,1.679302326,1.936046512
-1.244235294,0.697647059,1.654117647,-1.324578313,0.70313253,1.545783133,-0.248863636,-1.014545455,-0.304545455,-1.253647059,0.537882353,2.025176471,-1.542823529,0.792470588,1.620705882,-0.387529412,-0.128941176,-0.081882353
1.157349398,1.923614458,1.497349398,0.360722892,1.682650602,1.629879518,-1.496190476,-1.579285714,-1.089761905,2.117931034,0.772873563,-0.868505747,-1.395764706,1.044941176,1.607764706,-2.351058824,-1.021882353,-1.359294118
1.23012987,1.58025974,1.015844156,1.158227848,1.60556962,1.200759494,-1.394047619,-1.143333333,-0.570714286,2.117931034,0.772873563,-0.868505747,-2.171358025,0.525432099,0.678271605,-2.45,1.596590909,1.797272727
1.391724138,-0.236321839,1.370344828,1.656091954,0.931724138,1.480689655,-2.241860465,0.844651163,0.919534884,2.117931034,0.772873563,-0.868505747,0.767764706,0.968,1.317176471,-2.270697674,2.18627907,0.991395349
-0.320681818,1.105,1.112045455,-0.780930233,0.607209302,0.964883721,-0.456470588,-0.838823529,-0.620941176,2.117931034,0.772873563,-0.868505747,-0.807058824,1.400235294,1.522823529,2.002142857,2.367142857,1.882857143
-1.019069767,1.245116279,1.282093023,-0.63686747,0.806024096,1.10746988,-0.854285714,0.392142857,0.212380952,-2.270697674,2.18627907,0.991395349,0.718352941,0.494588235,1.455529412,-2.206896552,1.713563218,1.484367816
1.742716049,1.759012346,1.13037037,1.540731707,2.031707317,0.915609756,-1.753571429,-0.893809524,-0.56047619,2.583529412,2.150823529,1.282588235,-1.436781609,1.541609195,-0.198850575,-3.484418605,2.299534884,0.603255814
1.066511628,1.174883721,0.030232558,0.836,1.209882353,-0.235294118,-1.855348837,0.449767442,0.415581395,2.583529412,2.150823529,1.282588235,-0.543218391,0.11862069,-0.666896552,-3.350804598,1.701609195,0.424367816
-1.226206897,0.272413793,1.019770115,-1.305411765,0.518117647,1.186352941,-1.003809524,0.277142857,0.89452381,-1.378588235,0.828235294,2.192941176,-0.543218391,0.11862069,-0.666896552,-1.516190476,0.287619048,1.743571429
-1.412470588,-1.202588235,-0.017882353,-1.655238095,-0.537619048,0.090952381,-1.884,2.284235294,0.804705882,-1.378588235,0.828235294,2.192941176,0.820232558,-0.548604651,-0.831162791,-3.484418605,2.299534884,0.603255814
0.776428571,-0.125238095,1.148571429,0.473647059,0.095529412,0.988,-0.479759036,0.244337349,0.164337349,1.952,-0.342588235,-0.440705882,1.955294118,1.372,1.957411765,-1.521363636,0.483181818,1.57
0.676190476,0.300952381,0.973809524,0.113095238,0.346428571,0.976190476,-1.290681818,-0.266818182,0.143636364,1.952,-0.342588235,-0.440705882,-1.166190476,0.326666667,1.072142857,-3.350804598,1.701609195,0.424367816
0.141445783,0.993493976,1.411325301,-0.113809524,0.790714286,1.414761905,0.449647059,-0.683764706,-0.026117647,0.928235294,-0.479294118,0.160235294,1.030352941,1.508470588,1.993882353,1.241411765,-0.391058824,-1.331294118
-2.957108434,1.658554217,0.27060241,-3.197560976,1.066097561,0.479268293,0.310487805,-2.266341463,-0.751219512,-2.158765432,1.644197531,1.221728395,-0.453095238,0.584285714,0.678571429,1.843294118,-1.018117647,1.782588235
-1.792839506,1.490864198,-0.441234568,-2.01037037,1.018765432,-0.220493827,-0.035421687,-1.445542169,-1.133493976,-2.158765432,1.644197531,1.221728395,2.104470588,1.166588235,-1.052,0.722619048,0.345714286,1.718333333
0.942439024,0.53804878,-0.527804878,1.181428571,0.582142857,-0.749761905,-0.153658537,-1.227560976,-1.187073171,-0.873580247,-1.532098765,-1.678518519,2.51547619,1.933809524,-0.910238095,-0.178352941,-1.662588235,-1.200470588
-1.209367089,-0.290379747,0.668607595,-0.833580247,-0.147654321,0.494074074,0.02575,-0.33975,0.17375,-0.873580247,-1.532098765,-1.678518519,0.767764706,0.968,1.317176471,1.940232558,1.667674419,-0.6
-1.56475,0.431,-1.29875,-1.55875,0.2095,-1.14325,0.065238095,-1.692857143,0.204047619,-0.873580247,-1.532098765,-1.678518519,-1.213023256,1.135813953,-1.259534884,1.579090909,-1.420681818,1.892045455
-0.569047619,0.990714286,1.481428571,-0.977619048,0.319761905,1.292857143,-0.222352941,-1.054352941,-0.371764706,-1.516190476,0.287619048,1.743571429,2.141149425,2.078390805,1.280689655,1.130232558,-0.594883721,0.072325581
-1.792873563,0.989425287,1.505747126,-1.792235294,0.818352941,1.449647059,-0.032289157,-1.304337349,-0.615903614,-1.516190476,0.287619048,1.743571429,-1.166190476,0.326666667,1.072142857,0.851529412,-1.177176471,-1.253882353
-1.664418605,0.476511628,1.589534884,-1.668470588,0.056235294,1.268470588,-1.692,0.824705882,-0.144941176,-3.350804598,1.701609195,0.424367816,-0.832,-0.270823529,1.546823529,-3.484418605,2.299534884,0.603255814
-2.578313253,2.189879518,0.675180723,-2.502093023,2.021162791,0.385116279,1.201190476,-2.178333333,-1.329285714,-3.350804598,1.701609195,0.424367816,-1.436781609,1.541609195,-0.198850575,1.952,-0.342588235,-0.440705882
-1.806987952,1.215903614,1.421204819,-1.880705882,1.432941176,1.468941176,0.04195122,-1.391707317,-0.496829268,-3.350804598,1.701609195,0.424367816,-1.542823529,0.792470588,1.620705882,0.928235294,-0.479294118,0.160235294
-1.739294118,1.419529412,-0.792470588,-1.823095238,1.221190476,-0.748333333,-0.061411765,-1.618823529,-0.984,-3.350804598,1.701609195,0.424367816,0.193563218,0.951724138,-0.865287356,-0.387529412,-0.128941176,-0.081882353
-1.877209302,-0.723953488,-0.593488372,-2.224819277,-0.055180723,0.173975904,-1.945348837,1.531162791,0.546744186,-3.350804598,1.701609195,0.424367816,0.820232558,-0.548604651,-0.831162791,-3.484418605,2.299534884,0.603255814
-1.808333333,1.737857143,1.68547619,-1.586666667,1.473333333,1.649655172,-0.186746988,-1.698795181,0.788674699,-3.350804598,1.701609195,0.424367816,1.030352941,1.508470588,1.993882353,-0.464,-0.054117647,2.309882353
-1.678095238,0.913333333,-0.833333333,-1.689047619,1.140238095,-1.087380952,0.116626506,-1.408192771,-1.187951807,-3.350804598,1.701609195,0.424367816,0.400235294,-0.457411765,-1.183529412,0.851529412,-1.177176471,-1.253882353
-0.235,0.146818182,0.784545455,-0.363678161,0.65816092,1.205977011,-0.350930233,0.93255814,0.796976744,1.241411765,-0.391058824,-1.331294118,2.278117647,1.599294118,1.994117647,-1.351034483,2.150574713,-0.302758621
-0.392705882,1.004705882,-0.211764706,-0.196941176,1.228470588,-0.268,-1.045647059,-0.869411765,-0.146823529,-1.581162791,0.976511628,0.95255814,-1.213023256,1.135813953,-1.259534884,-2.270697674,2.18627907,0.991395349
-0.428235294,1.698352941,1.638823529,-0.246506024,1.464819277,1.583855422,-0.863658537,-1.491463415,-0.330243902,-1.581162791,0.976511628,0.95255814,-1.746190476,1.206428571,1.555714286,-2.45,1.596590909,1.797272727
0.471764706,1.229647059,-0.580705882,0.515764706,1.030352941,-0.873176471,0.576144578,-1.295903614,-1.351084337,-1.581162791,0.976511628,0.95255814,2.372235294,1.722117647,-1.400235294,0.331136364,-2.357727273,-1.376363636
-2.12372093,0.194186047,-0.660697674,-2.205581395,0.827209302,-0.843488372,-0.644235294,-2.124941176,-1.673411765,1.913255814,1.686976744,-0.283488372,-2.5525,0.7275,-0.638409091,-0.178352941,-1.662588235,-1.200470588
1.285909091,1.249545455,0.741590909,1.177209302,1.014186047,1.20372093,1.278139535,-0.567674419,0.466511628,1.913255814,1.686976744,-0.283488372,0.718352941,0.494588235,1.455529412,1.15954023,-0.449425287,1.814252874
0.657590361,1.374457831,-0.760722892,0.296097561,0.89804878,-0.708292683,1.350909091,-1.207272727,-0.926136364,1.913255814,1.686976744,-0.283488372,2.104470588,1.166588235,-1.052,1.579090909,-1.420681818,1.892045455
-0.232857143,-0.745238095,-1.222142857,-0.694823529,-0.052470588,-1.100705882,-0.895952381,-0.237142857,-0.06952381,0.851529412,-1.177176471,-1.253882353,-0.976744186,0.40255814,-1.440697674,-1.521363636,0.483181818,1.57
0.462325581,-0.625348837,-1.043953488,0.077209302,-0.000465116,-0.988837209,-0.172926829,0.342926829,1.464634146,0.851529412,-1.177176471,-1.253882353,-0.048837209,0.490930233,-1.228604651,-0.464,-0.054117647,2.309882353
1.393411765,0.938117647,1.378352941,1.158352941,0.876941176,1.204941176,1.154352941,0.847529412,0.625647059,2.054823529,2.200235294,0.614823529,0.718352941,0.494588235,1.455529412,1.507294118,1.5,-0.031294118
1.223255814,0.927906977,-0.336511628,1.073647059,0.662823529,-0.833411765,0.807142857,-0.341904762,-1.212857143,2.054823529,2.200235294,0.614823529,1.857471264,1.231724138,-0.834252874,1.507294118,1.5,-0.031294118
0.791463415,1.716097561,0.669268293,0.34975,1.161,0.485,-0.189156627,-1.181204819,-0.992771084,2.054823529,2.200235294,0.614823529,0.353580247,0.907654321,0.76962963,-0.178352941,-1.662588235,-1.200470588
1.111136364,1.423863636,1.275227273,0.905057471,1.317241379,1.333563218,-1.182325581,-0.862790698,-0.883953488,2.054823529,2.200235294,0.614823529,-0.807058824,1.400235294,1.522823529,-1.581162791,0.976511628,0.95255814
1.958823529,1.565882353,-0.996470588,1.871666667,1.847142857,-0.89,0.013636364,-0.939090909,-1.047954545,1.940232558,1.667674419,-0.6,2.51547619,1.933809524,-0.910238095,-2.206896552,1.713563218,1.484367816
2.274022989,1.954022989,-0.921149425,2.100697674,1.826976744,-1.144418605,0.802588235,-0.701411765,-1.159529412,1.940232558,1.667674419,-0.6,2.303678161,1.975862069,-1.369655172,-1.086117647,-1.869882353,-0.970352941
-1.62091954,0.705287356,1.575632184,-1.807906977,1.061162791,1.866976744,-2.180240964,1.429156627,1.11686747,-1.521363636,0.483181818,1.57,0.819069767,1.566976744,1.98255814,-3.484418605,2.299534884,0.603255814
-1.789767442,1.458372093,1.131162791,-1.804819277,1.029879518,1.031325301,0.226904762,-1.227142857,-0.602380952,-1.521363636,0.483181818,1.57,-1.436781609,1.541609195,-0.198850575,1.469534884,1.679302326,1.936046512
-1.277857143,0.57,0.047380952,-1.123333333,0.600714286,-0.22547619,0.684318182,0.266363636,0.372727273,-1.521363636,0.483181818,1.57,-0.543218391,0.11862069,-0.666896552,2.002142857,2.367142857,1.882857143
-1.423023256,1.168604651,0.01372093,-1.51627907,1.02744186,-0.401395349,-0.244186047,-1.278372093,-0.641395349,-1.521363636,0.483181818,1.57,0.193563218,0.951724138,-0.865287356,-0.387529412,-0.128941176,-0.081882353
-1.514883721,0.819767442,1.345813953,-1.500963855,0.789638554,1.47253012,-0.793493976,-0.611807229,1.11060241,-1.521363636,0.483181818,1.57,-1.166190476,0.326666667,1.072142857,-1.378588235,0.828235294,2.192941176
1.826666667,1.582619048,0.902857143,1.857011494,1.593103448,0.790344828,0.929767442,-0.476744186,-0.154883721,1.932705882,1.457647059,0.708470588,2.141149425,2.078390805,1.280689655,1.130232558,-0.594883721,0.072325581
0.618823529,1.033411765,1.377882353,0.234352941,0.715058824,1.434117647,0.011666667,-0.767142857,-0.579285714,1.932705882,1.457647059,0.708470588,-0.437647059,0.227058824,1.473176471,0.851529412,-1.177176471,-1.253882353
1.433095238,1.53547619,0.295,1.213636364,1.188181818,0.326136364,-0.866511628,-0.612790698,0.728837209,1.932705882,1.457647059,0.708470588,0.193563218,0.951724138,-0.865287356,-1.684470588,-0.045176471,1.961647059
2.232380952,1.785,-0.360714286,2.132727273,1.756818182,-0.681818182,1.067126437,-1.163448276,-1.19954023,1.932705882,1.457647059,0.708470588,0.193563218,0.951724138,-0.865287356,0.851529412,-1.177176471,-1.253882353
1.169285714,1.157619048,-0.19547619,0.848235294,1.200470588,0.038352941,-1.125714286,-0.485,1.224047619,1.932705882,1.457647059,0.708470588,-0.048837209,0.490930233,-1.228604651,-1.684470588,-0.045176471,1.961647059
-0.137241379,0.183908046,1.090574713,-0.368837209,0.099767442,1.439767442,-1.045647059,-0.147294118,0.965647059,1.019036145,-0.491566265,-1.176144578,-0.437647059,0.227058824,1.473176471,-1.684470588,-0.045176471,1.961647059
0.398837209,0.479534884,0.942093023,0.130232558,0.103255814,0.961395349,0.17686747,-0.763373494,-0.749879518,1.019036145,-0.491566265,-1.176144578,-0.437647059,0.227058824,1.473176471,1.241411765,-0.391058824,-1.331294118
1.43,0.371363636,0.985454545,1.800229885,0.937241379,1.607356322,1.413488372,0.833953488,1.101395349,1.019036145,-0.491566265,-1.176144578,2.278117647,1.599294118,1.994117647,1.469534884,1.679302326,1.936046512
0.593409091,0.510681818,-0.5875,0.232,0.582352941,-0.668470588,-0.989638554,0.104578313,-0.514457831,1.019036145,-0.491566265,-1.176144578,0.193563218,0.951724138,-0.865287356,-1.351034483,2.150574713,-0.302758621
0.378636364,0.319545455,-0.796136364,0.279058824,0.333176471,-1.018588235,0.750930233,-0.299302326,-0.485348837,1.019036145,-0.491566265,-1.176144578,0.193563218,0.951724138,-0.865287356,1.932705882,1.457647059,0.708470588
-0.371666667,-2.195,-1.58547619,-1.688674699,-1.102650602,-1.078313253,-1.851494253,1.984137931,0.56,1.019036145,-0.491566265,-1.176144578,0.820232558,-0.548604651,-0.831162791,-3.484418605,2.299534884,0.603255814
1.252643678,0.064597701,-0.846896552,0.618571429,-0.18952381,-1.186190476,0.188674699,-0.220963855,-1.091325301,1.019036145,-0.491566265,-1.176144578,0.400235294,-0.457411765,-1.183529412,0.851529412,-1.177176471,-1.253882353
-1.169069767,0.694883721,-0.102790698,-1.36255814,0.720697674,-0.42372093,-0.442142857,-1.42452381,-0.961904762,1.507294118,1.5,-0.031294118,-2.5525,0.7275,-0.638409091,1.519545455,2.033409091,0.382272727
-1.274285714,1.26,1.151666667,-1.367356322,0.827356322,1.102068966,-0.081627907,-0.959069767,-0.389534884,-3.484418605,2.299534884,0.603255814,1.629302326,1.107674419,1.600465116,1.019036145,-0.491566265,-1.176144578
-1.525411765,1.221411765,-0.558117647,-1.568470588,0.957411765,-0.868235294,-0.915952381,-0.997619048,0.422857143,-3.484418605,2.299534884,0.603255814,-0.048837209,0.490930233,-1.228604651,-1.521363636,0.483181818,1.57
1.270465116,1.22,1.773255814,0.698823529,1.487529412,1.826352941,-1.492235294,0.415764706,1.149882353,0.722619048,0.345714286,1.718333333,-0.819069767,1.358139535,2.07372093,-2.45,1.596590909,1.797272727
-0.298352941,-0.330588235,0.813411765,-0.32626506,-0.292048193,0.814216867,-0.087142857,-0.195952381,1.386666667,0.722619048,0.345714286,1.718333333,0.767764706,0.968,1.317176471,1.579090909,-1.420681818,1.892045455
0.38,1.217411765,-0.491764706,0.344705882,1.096235294,-0.728941176,0.895764706,-1.418823529,-0.838117647,0.722619048,0.345714286,1.718333333,1.857471264,1.231724138,-0.834252874,1.579090909,-1.420681818,1.892045455
0.545316456,0.387341772,0.945063291,0.757349398,0.39686747,0.780481928,1.14,0.248780488,-0.888780488,0.722619048,0.345714286,1.718333333,0.353580247,0.907654321,0.76962963,2.019529412,1.064235294,-0.795529412
-1.359069767,1.082325581,1.003953488,-1.740235294,0.937882353,0.842588235,-0.154285714,-1.782142857,-0.405238095,0.722619048,0.345714286,1.718333333,-1.614047619,0.374285714,0.835238095,1.579090909,-1.420681818,1.892045455
-1.031395349,1.867906977,1.593953488,-0.947294118,1.410352941,1.476235294,-0.512941176,-1.902823529,-0.414588235,0.722619048,0.345714286,1.718333333,-0.807058824,1.400235294,1.522823529,1.579090909,-1.420681818,1.892045455
0.837882353,0.831529412,-0.570117647,0.704941176,0.857176471,-0.668470588,-0.494117647,-0.817882353,-1.042823529,0.722619048,0.345714286,1.718333333,2.372235294,1.722117647,-1.400235294,-1.581162791,0.976511628,0.95255814
-0.129090909,-0.4,0.793181818,-0.409195402,0.08091954,1.155862069,-0.600615385,0.348615385,0.184,-0.178352941,-1.662588235,-1.200470588,0.718352941,0.494588235,1.455529412,-2.270697674,2.18627907,0.991395349
-0.710117647,0.155294118,0.745411765,-0.945411765,-0.033176471,0.646117647,-1.246829268,-1.468292683,-1.085365854,-0.178352941,-1.662588235,-1.200470588,-1.614047619,0.374285714,0.835238095,-2.351058824,-1.021882353,-1.359294118
0.944761905,0.403333333,-0.885714286,0.79,0.75952381,-0.940714286,-0.683678161,-1.00091954,-0.875172414,-0.178352941,-1.662588235,-1.200470588,2.372235294,1.722117647,-1.400235294,-1.581162791,0.976511628,0.95255814
